PARK,PARK_NO,LOCATION,ZIP,ACRES,WARD,PARK_CLASS,WHEELCHR_A,ALFRED_CAL,ARCHERY_RA,ARTIFICIAL,BAND_SHELL,BASEBALL_B,BASKETBALL,BASKETBA_1,BEACH,BOAT_LAUNC,BOAT_LAU_1,BOAT_SLIPS,BOCCE_COUR,BOWLING_GR,CASTING_PI,FOOTBALL_S,COMMUNITY_,CONSERVATO,CULTURAL_C,DOG_FRIEND,FITNESS_CE,FITNESS_CO,GALLERY,GARDEN,GOLF_COURS,GOLF_DRIVI,GOLF_PUTTI,GYMNASIUM,GYMNASTIC_,HANDBALL_R,HORSESHOE_,ICESKATING,POOL_INDOO,BASEBALL_J,MOUNTAIN_B,NATURE_CEN,POOL_OUTDO,ZOO,PLAYGROUND,PLAYGROU_1,ROWING_CLU,VOLLEYBALL,SENIOR_CEN,SHUFFLEBOA,SKATE_PARK,SLED_HILL,SPORT_ROLL,SPRAY_FEAT,BASEBALL_S,TENNIS_COU,TRACK,VOLLEYBA_1,WATER_PLAY,WATER_SLID,BOXING_CEN,WETLAND_AR,LAGOON,CRICKET_FI,CLIMBING_W,GAME_TABLE,SHAPE_AREA,SHAPE_LEN,CAROUSEL,CROQUET,HANDBALL_I,HARBOR,MODELTRAIN,MODELYACHT,NATURE_BIR,MINIGOLF
MERRIMAC,256,6343 W IRVING PARK RD,60634,9.45,38,COMMUNITY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,403980.985571,2527.33194448,0,0,0,0,0,0,0,0
MERRYMAN (THERON),1124,3736 N MARSHFIELD AVE,60613,0.21,47,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7828.50691339,375.735519828,0,0,0,0,0,0,0,0
AMUNDSEN (ROALD),129,6200 W BLOOMINGDALE AVE,60639,16.52,29,COMMUNITY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,673801.549839,3397.23628606,0,0,0,0,0,0,0,0
GRAPE,381,2850 W AVONDALE AVE,60618,0.16,33,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7100.17903702,392.691095483,0,0,0,0,0,0,0,0
SIMONS (ALMIRA),124,1640 N DRAKE AVE,60647,1.18,26,COMMUNITY PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,51287.8854123,907.47242281,0,0,0,0,0,0,0,0
GOUDY (WILLIAM) SQUARE,105,1255 N ASTOR ST,60610,0.61,43,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26274.0298166,644.637550809,0,0,0,0,0,0,0,0
MARIANO (LOUIS),1239,1031 N RUSH ST,60611,0.18,42,PARKWAY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7548.45206968,421.443013194,0,0,0,0,0,0,0,0
LINDEN,308,1139 N PULASKI RD,60651,0.53,37,NEIGHBORHOOD PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21803.2896004,599.112816963,0,0,0,0,0,0,0,0
DAVIS (MARGARET),1092,5427 W DIVISION ST,60651,0.29,37,MINI-PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11248.9159078,430.013418308,0,0,0,0,0,0,0,0
ORR (REZIN),407,744 N PULASKI RD,60624,6.96,37,COMMUNITY PARK,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,223256.786056,2057.89142219,0,0,0,0,0,0,0,0
SMITH (JOSEPH HIGGINS),1015,2526 W GRAND AVE,60612,10.53,26,COMMUNITY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,408781.935852,2649.97368974,0,0,0,0,0,0,0,0
HAZELNUT,417,5949 W HURON ST,60644,0.29,29,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12230.638321,467.662664482,0,0,0,0,0,0,0,0
SNAPPING TURTLE,396,534 N ALBANY AVE,60612,0.16,27,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7087.27202383,389.238328043,0,0,0,0,0,0,0,0
GINKGO,347,3432 W 15TH ST,60623,0.18,24,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8128.85983889,391.542356977,0,0,0,0,0,0,0,0
CRAWFORD (PETER),359,1516 S KARLOV AVE,60623,0.16,24,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6257.26419633,350.328552087,0,0,0,0,0,0,0,0
TOM (PING) MEML.,481,300 W 18TH ST,60616,17.53,25,REGIONAL PARK,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760070.586136,7939.17260869,0,0,0,0,0,0,0,0
NORTH PARK NATURE CENTER,533,5801 N PULASKI RD,60646,58.11,39,NATURE PRESERVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2417968.80143,11655.2796463,0,0,0,0,0,0,1,0
FOSCO (PETER),1030,1313 S THROOP ST,60608,3.76,25,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,237699.486953,2277.55490562,0,0,0,0,0,0,0,0
WAGNER (CLARENCE),1068,948 W 51ST ST,60609,1.07,20,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39195.2107522,1127.63410462,0,0,0,0,0,0,0,0
CLARK (RICHARD),457,3400 N ROCKWELL AVE,60618,19.94,47,COMMUNITY PARK,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861506.710177,8449.24587874,0,0,0,0,0,0,0,0
ADAMS (JOHN C.),1199,7535 S DOBSON AVE,60619,1.01,8,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30860.8925331,778.778829008,0,0,0,0,0,0,0,0
"WILLIAMS-DAVIS (HATTIE KAY,IZORA)",532,4101 S. LAKE PARK AVE,60653,2.89,4,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,124135.511391,2437.1500137,0,0,0,0,0,0,0,0
LIMAS (JULIANN HOPE),1066,2410 S TRUMBULL AVE,60623,0.49,22,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18719.619814,548.979997088,0,0,0,0,0,0,0,0
BARAGA (FREDERICK),295,2440 S LEAVITT ST,60608,0.53,25,MINI-PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18164.0794691,581.170822288,0,0,0,0,0,0,0,0
WILSON (JOHN) COMM. CTR.,1018,3225 S RACINE AVE,60608,0.21,11,COMMUNITY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6293.28599999,350.529652561,0,0,0,0,0,0,0,0
ASPEN,321,4237 S WABASH AVE,60653,0.21,3,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8622.168012,429.890207354,0,0,0,0,0,0,0,0
HONEYSUCKLE,351,4637 S CHAMPLAIN AVE,60653,0.25,4,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11066.1912912,442.373951879,0,0,0,0,0,0,0,0
SPRUCE,280,1437 E 54TH ST,60615,1.29,5,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49969.4999437,983.363224314,0,0,0,0,0,0,0,0
MICEK (FRANK),1028,5311 S HAMILTON AVE,60609,1.26,16,NEIGHBORHOOD PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54921.7717631,999.072529378,0,0,0,0,0,0,0,0
MALUS,394,5426 S SHIELDS AVE,60609,0.61,3,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26688.0788833,659.090596578,0,0,0,0,0,0,0,0
HANSBERRY (LORRAINE),1111,5635 S INDIANA AVE,60637,0.72,20,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27207.6346096,659.899580366,0,0,0,0,0,0,0,0
BEEHIVE,328,6156 S DORCHESTER AVE,60637,0.27,20,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8078.01150984,361.617590537,0,0,0,0,0,0,0,0
JUNCTION GROVE,415,345 W 64TH ST,60621,0.25,20,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9413.02303417,400.885988722,0,0,0,0,0,0,0,0
OAKLEY,1137,6441 S OAKLEY AVE,60636,0.48,16,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18318.5237221,543.21268263,0,0,0,0,0,0,0,0
LELAND GIANTS,395,7526 S LOWE AVE,60621,2.08,6,NEIGHBORHOOD PARK,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82998.7798435,1619.0385628,0,0,0,0,0,0,0,0
ESSEX,434,7687 S SOUTH CHICAGO AVE,60619,0.49,5,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16807.9886916,518.181387767,0,0,0,0,0,0,0,0
AUBURN,1203,406 W WINNECONNA PKWY,60620,5.36,17,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,232934.750818,4198.15270933,0,0,0,0,0,0,0,0
GATELY (JAMES),244,810 E 103RD ST,60628,27.9,8,REGIONAL PARK,0,0,0,1,0,0,6,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1166791.84311,4347.73584375,0,0,0,0,0,0,0,0
BLOCK,1005,346 W 104TH ST,60628,2.96,34,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113335.14852,2561.23176112,0,0,0,0,0,0,0,0
HEGEWISCH MARSH,563,13000 S TORRENCE AVE,60633,130.45,10,NATURE PRESERVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5714112.63028,12734.6608527,0,0,0,0,0,0,0,0
LANGLEY,1118,700 E 113TH ST,60628,1.19,9,NEIGHBORHOOD PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42928.9758806,1044.46010674,0,0,0,0,0,0,0,0
PARK NO. 562,562,1735-37 E 96TH ST,60643,141.39,0,NATURE PRESERVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6113885.90407,15594.5169161,0,0,0,0,0,0,1,0
PARK NO. 559,559,6151 N SHERIDAN RD,60660,0.61,48,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24958.1682029,816.192285728,0,0,0,0,0,0,0,0
PARK NO. 534,534,1300 S ST LOUIS AVE,60623,3.65,24,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,132027.516677,2277.7109934,0,0,0,0,0,0,0,0
SAUGANASH TRAIL,555,4400 W DEVON AVE,60626,11.83,39,LINEAR PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494051.024589,11111.9365565,0,0,0,0,0,0,0,0
PARK NO. 568,568,5601 N WESTERN AVE,60659,23.68,40,NATURE PRESERVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,964878.798591,4774.20789473,0,0,0,0,0,0,1,0
PARK NO. 543,543,640 S. FEDERAL ST.,60605,0.4,4,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12223.8219172,518.818523269,0,0,0,0,0,0,0,0
BOSLEY (WILLIAM),1024,3044 S BONFIELD ST,60608,2.15,11,NEIGHBORHOOD PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84541.7150845,1879.58978167,0,0,0,0,0,0,0,0
HARRIS (RYAN) MEMORIAL,1225,6701 S LOWE AVE,60621,3.12,0,LINEAR PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,118641.298066,2784.51419906,0,0,0,0,0,0,0,0
CALUMET,11,9801 S AVENUE G,60617,181.29,10,CITYWIDE PARK,0,0,0,1,0,0,4,1,2,1,1,78,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,16,1,0,0,0,0,0,0,0,0,0,7387611.30707,36373.4620191,0,0,0,1,1,0,0,0
GILL (JOSEPH),364,825 W SHERIDAN RD,60613,2.42,46,COMMUNITY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96353.6679547,1611.62612449,0,0,0,0,0,0,0,0
PINE,1287,9507 S OGLESBY AVE,60617,0.36,10,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11114.826559,415.537891154,0,0,0,0,0,0,0,0
PARK NO. 474,474,3231 W DOUGLAS BLVD,60616,0.01,3,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.7492447474,28.551099956,0,0,0,0,0,0,0,0
PARK NO. 519,519,1944 S ST. LOUIS AVE,60623,0.08,24,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3073.16678981,299.618023757,0,0,0,0,0,0,0,0
BROOKS (OSCAR),61,7046 N HARLEM AVE,60631,9.42,41,COMMUNITY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,382885.526706,3398.03646853,0,0,0,0,0,0,0,0
QUINN (MARY),464,6239 N MCCLELLAN AVE,60646,0.89,39,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29250.786527,722.718775637,0,0,0,0,0,0,1,0
"MELLIN (CURTIS, SR.)",1219,1600 W BRYN MAWR AVE,60640,0.28,40,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9259.70673114,430.322314206,0,0,0,0,0,0,0,0
BUTTERCUP,385,4913 N SHERIDAN RD,60640,1.85,48,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50016.5724557,953.159010929,0,0,0,0,0,0,0,0
PRINZ (TOBEY) BEACH,1261,1050 W PRATT BLVD,60626,2.31,49,PASSIVE PARK,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104246.38757,1941.04057535,0,0,0,0,0,0,0,0
ASTER,343,4639 N KENMORE AVE,60640,0.18,46,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7135.88747211,385.509044686,0,0,0,0,0,0,0,0
CLARENDON COMM. CTR.,1002,4501 N CLARENDON AVE,60640,12.78,46,COMMUNITY PARK,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,509105.758746,3201.25989643,0,0,0,0,1,0,0,0
MANN (JAMES),17,3035 E 130TH ST,60633,18.86,10,REGIONAL PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,821525.039541,3840.19996661,0,0,0,0,0,0,0,0
WEBSTER (DANIEL),513,1401 S INDIANA AVE,60605,1.31,3,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46499.3221542,899.341773611,0,0,0,0,0,0,0,0
HORNER (HENRY),228,2741 W MONTROSE AVE,60618,58.07,33,REGIONAL PARK,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,2512308.43573,7053.71450192,0,0,0,0,0,0,0,0
PORTAGE,147,4100 N LONG AVE,60641,38.29,38,REGIONAL PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,6,0,0,1,1,1,0,0,0,0,0,1668340.0806,5130.34960676,0,0,0,0,0,0,0,0
HAYES (FRANCIS),242,2936 W 85TH ST,60652,20.63,18,REGIONAL PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,893443.655714,4611.93062997,0,0,0,0,0,0,0,0
BRANDS,187,3285 N ELSTON AVE,60618,5.72,33,COMMUNITY PARK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,231915.230071,1968.84172617,0,0,0,0,0,0,0,0
EVERGREEN,1276,631 W BELMONT AVE,60657,0.15,44,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6277.82554427,350.635111414,0,0,0,0,0,0,0,0
