PARK,PARK_NO,LOCATION,ZIP,ACRES,WARD,PARK_CLASS,WHEELCHR_A,ALFRED_CAL,ARCHERY_RA,ARTIFICIAL,BAND_SHELL,BASEBALL_B,BASKETBALL,BASKETBA_1,BEACH,BOAT_LAUNC,BOAT_LAU_1,BOAT_SLIPS,BOCCE_COUR,BOWLING_GR,CASTING_PI,FOOTBALL_S,COMMUNITY_,CONSERVATO,CULTURAL_C,DOG_FRIEND,FITNESS_CE,FITNESS_CO,GALLERY,GARDEN,GOLF_COURS,GOLF_DRIVI,GOLF_PUTTI,GYMNASIUM,GYMNASTIC_,HANDBALL_R,HORSESHOE_,ICESKATING,POOL_INDOO,BASEBALL_J,MOUNTAIN_B,NATURE_CEN,POOL_OUTDO,ZOO,PLAYGROUND,PLAYGROU_1,ROWING_CLU,VOLLEYBALL,SENIOR_CEN,SHUFFLEBOA,SKATE_PARK,SLED_HILL,SPORT_ROLL,SPRAY_FEAT,BASEBALL_S,TENNIS_COU,TRACK,VOLLEYBA_1,WATER_PLAY,WATER_SLID,BOXING_CEN,WETLAND_AR,LAGOON,CRICKET_FI,CLIMBING_W,GAME_TABLE,SHAPE_AREA,SHAPE_LEN,CAROUSEL,CROQUET,HANDBALL_I,HARBOR,MODELTRAIN,MODELYACHT,NATURE_BIR,MINIGOLF
SCHREIBER,1061,1552 W SCHREIBER AVE,60626,2.15,40,NEIGHBORHOOD PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,74596.1260979,1947.96935154,0,0,0,0,0,0,0,0
COSME (MARGARET),176,2100 W 91ST ST,60620,4.12,19,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,154757.926268,2429.40947195,0,0,0,0,0,0,0,0
KEELER (CYRUS),1114,1243 S KEELER AVE,60623,0.07,24,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3139.99221647,301.500883623,0,0,0,0,0,0,0,0
FRANKLIN (BENJAMIN),202,1449 S KOLIN AVE,60623,9.3,24,COMMUNITY PARK,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,405352.562305,2536.31775863,0,0,0,0,0,0,0,0
HOMAN (JOSEPH),1108,2148 S HOMAN AVE,60623,0.2,24,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7474.73712533,349.323284415,0,0,0,0,0,0,0,0
SUN YAT-SEN,451,300 W 24TH PL,60616,0.45,11,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19419.6414213,798.104335001,0,0,0,0,0,0,0,0
DONOVAN (GEORGE),1029,3620 S LITUANICA AVE,60609,3.24,11,NEIGHBORHOOD PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,116866.222342,1372.94583674,0,0,0,0,0,0,0,0
WENTWORTH (JOHN) GARDENS,286,3770 S WENTWORTH AVE,60609,2.53,3,COMMUNITY PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110369.96038,1329.7732349,0,0,0,0,0,0,0,0
HOLLY,325,4052 S ELLIS AVE,60653,0.46,4,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19845.8362341,595.954077725,0,0,0,0,0,0,0,0
CHAMBERLAIN TRIANGLE,1209,4233 S GREENWOOD AVE,60653,0.2,4,PARKWAY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3309.91179985,301.160051151,0,0,0,0,0,0,0,0
PENDLETON (HADIYA),339,4347 S CALUMET AVE,60653,0.23,3,MINI-PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89871.9276371,1459.26967571,0,0,0,0,0,0,0,0
BIRCH,322,427 E 45TH ST,60653,0.16,3,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6203.55731885,348.070954746,0,0,0,0,0,0,0,0
WALNUT,1278,3801 W 45TH ST,60632,0.53,14,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23035.7340823,623.667763597,0,0,0,0,0,0,0,0
STARS & STRIPES,370,7000 W 51ST PL,60638,1.96,23,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,85038.6885169,1353.77051259,0,0,0,0,0,0,0,0
COLEMAN (BESSIE),292,900 E 54TH PL,60615,0.57,5,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24965.3634679,646.112525899,0,0,0,0,0,0,0,0
PARK NO. 468,468,4556 W 56TH ST,60629,1.37,13,UNIMPROVED PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57532.2120001,1165.95856686,0,0,0,0,0,0,0,0
WENTWORTH (JOHN),238,5625 S MOBILE AVE,60638,15.96,13,REGIONAL PARK,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,661508.077061,3498.87948056,0,0,0,0,0,0,0,0
PASTEUR (LOUIS),247,5825 S KOSTNER AVE,60629,11.83,13,REGIONAL PARK,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,481404.513751,3740.23454512,0,0,0,0,0,0,0,0
PRAIRIE WOLF,329,6310 S DREXEL AVE,60637,0.17,20,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7660.26522726,390.738561074,0,0,0,0,0,0,0,0
NOTTINGHAM,505,7101 W 63RD ST,60638,0.64,23,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23534.967248,738.022022997,0,0,0,0,0,0,0,0
WOLCOTT (ALEXANDER),403,6551 S WOLCOTT AVE,60636,0.24,15,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9275.26093886,397.263085494,0,0,0,0,0,0,0,0
SOUTH SHORE CULTL. CTR.,429,7059 S SOUTH SHORE DR,60649,71.79,5,CITYWIDE PARK,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2998933.95132,8955.17820409,0,0,0,0,0,0,1,0
DOOLEY (THOMAS),296,3426 W 77TH ST,60652,1.38,18,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55133.7557526,947.905529739,0,0,0,0,0,0,0,0
RAINEY (EDWARD),33,4350 W 79TH ST,60652,14.3,18,REGIONAL PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,611572.05687,3219.26124893,0,0,0,0,0,0,0,0
AVALON,29,1215 E 83RD ST,60619,27.71,8,REGIONAL PARK,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,6,1,0,0,0,0,0,0,0,0,0,1198058.41387,4993.94807144,0,0,0,0,0,0,0,0
FOSTER (J. FRANK),26,1400 W 84TH ST,60620,25.2,21,REGIONAL PARK,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,1,0,1,0,0,0,0,0,0,0,1097544.9461,4259.74384011,0,0,0,0,0,0,0,0
LEE (JOHN),1286,3700 W 87TH ST,60652,0.34,18,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12081.5263668,439.68967572,0,0,0,0,0,0,0,0
NASH (DON) COMM. CTR.,482,1833 E 71ST ST,60649,1.14,7,COMMUNITY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43258.6999094,962.602505548,0,0,0,0,0,0,0,0
DOUGHERTY (DANIEL),368,9336 S KINGSTON AVE,60647,3.15,7,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,136940.247299,1497.15973907,0,0,0,0,0,0,0,0
KRAUSE (FRANCIS VERNON),1079,10558 S AVENUE L,60617,0.18,10,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5397.86018882,336.878118971,0,0,0,0,0,0,0,0
DE BURGOS (JULIA),554,1805 N ALBANY AVE,60647,0.51,1,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19079.5871908,783.742027967,0,0,0,0,0,0,0,0
KING (PATRICK)-LOCKHART (ANTHONY),558,10609-15 S WESTERN AVE,60643,0.56,19,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23007.7742011,630.612940509,0,0,0,0,0,0,0,0
LIVINGSTON FIELD,510,2139-59 W. LEXINGTON ST,60612,2.63,28,NEIGHBORHOOD PARK,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,104393.065442,1459.62653461,0,0,0,0,0,0,0,0
RAINBOW BEACH,1001,2873 E 75TH ST,60649,109.13,7,CITYWIDE PARK,0,0,0,0,0,0,10,4,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,4590865.8631,21835.0110635,0,0,3,0,0,0,0,0
MCINERNEY (THOMAS),443,4446-58 S. EMERALD AVE,60609,1.44,11,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57611.8773995,1116.5972354,0,0,0,0,0,0,0,0
OAKDALE,235,965 W 95TH ST,60643,9.99,21,COMMUNITY PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,435014.646834,2652.80125678,0,0,0,0,0,0,0,0
WARNER GARDEN,521,1426 W WARNER AVE,60613,0.16,47,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6206.65838884,348.829970329,0,0,0,0,0,0,0,0
MAJOR TAYLOR BIKE TRAIL,548,,,34.28,0,LINEAR PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1446858.81782,36505.9949454,0,0,0,0,0,0,0,0
FARGO (JAMES) BEACH,1253,1300 W FARGO AVE,60626,0.61,49,PASSIVE PARK,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26565.2038084,708.651661985,0,0,0,0,0,0,0,0
GOLDBERG (LOUIS),384,7053 N GLENWOOD AVE,60626,0.27,49,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11587.4324716,505.42078258,0,0,0,0,0,0,0,0
OLYMPIA,60,6566 N AVONDALE AVE,60631,9.75,41,COMMUNITY PARK,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,424546.916721,2757.46956942,0,0,0,0,0,0,0,0
BROMANN (CHARLES),435,5400 N BROADWAY,60640,0.31,48,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9376.5976048,400.027318108,0,0,0,0,0,0,0,0
CARMEN,1085,1224 W CARMEN AVE,60640,0.16,47,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6061.99655776,382.918239992,0,0,0,0,0,0,0,0
ROBERTS (DANIEL) SQUARE,95,5230 W ARGYLE ST,60630,4.53,45,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,197249.371941,1883.46910504,0,0,0,0,0,0,0,0
ASHMORE,427,4807 W GUNNISON ST,60630,0.16,45,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6273.71047187,350.733082481,0,0,0,0,0,0,0,0
WILSON (FRANK),145,4630 N MILWAUKEE AVE,60630,8.66,45,COMMUNITY PARK,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,370118.142472,3024.95371968,0,0,0,0,0,0,0,0
BUFFALO,157,4500 N CALIFORNIA AVE,60625,0.23,33,PARKWAY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3125.22199774,275.799203674,0,0,0,0,0,0,0,0
CHALLENGER,488,1100 W IRVING PARK RD,60613,2.94,46,LINEAR PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127987.07843,5350.69550148,0,0,0,0,0,0,0,0
WOLFE (RICHARD),1072,3325 E 108TH ST,60617,4.47,10,NEIGHBORHOOD PARK,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157890.653625,1718.83848705,0,0,0,0,0,0,0,0
CRESCENT,47,2230 W 108TH PL,60643,5.97,19,COMMUNITY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,225701.2809,1974.16678422,0,0,0,0,0,0,0,0
"BLACKWELDER (I.S., GERTRUDE)",373,1800 W 115TH ST,60643,5.18,34,COMMUNITY PARK,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,220106.796331,2197.57125322,0,0,0,0,0,0,0,0
MORGAN (THOMAS LEEDS) FIELD,1132,11710 S MORGAN ST,60643,3.22,34,NEIGHBORHOOD PARK,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123892.822191,1462.25704912,0,0,0,0,0,0,0,0
BUENA CIRCLE,1084,1049  W BUENA,60613,0.45,46,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19656.4875995,573.595422694,0,0,0,0,0,0,0,0
PARK NO. 437,437,5653 S LOOMIS ST,60636,0.3,16,UNIMPROVED PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12907.4653171,461.285671628,0,0,0,0,0,0,0,0
HOARD (EDISON),387,7221 S DOBSON AVE,60619,2.72,5,NEIGHBORHOOD PARK,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,109027.129488,1389.01442176,0,0,0,0,0,0,0,0
DOBSON,1094,7521 S DOBSON AVE,60619,0.34,8,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12753.4845729,455.091090812,0,0,0,0,0,0,0,0
GRAND CROSSING,15,7655 S INGLESIDE AVE,60619,18.89,8,REGIONAL PARK,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,6,1,0,0,0,0,0,0,0,0,0,823082.450212,3842.69387148,0,0,0,0,0,0,0,0
MARSHFIELD,1046,1637 W 87TH ST,60620,0.96,21,NEIGHBORHOOD PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33226.0138833,782.334970631,0,0,0,0,0,0,0,0
BRADLEY (JOSEPHINE),1004,9729 S YATES AVE,60617,4.24,10,NEIGHBORHOOD PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,177308.330187,2008.95713797,0,0,0,0,0,0,0,0
LUELLA,1122,10021 S LUELLA AVE,60617,1.38,7,NEIGHBORHOOD PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52231.0377641,929.780464255,0,0,0,0,0,0,0,0
HURLEY (TIMOTHY),178,1901 W 100TH ST,60643,1.54,19,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66900.2100778,1127.76715435,0,0,0,0,0,0,1,0
WARREN (LAURENCE),428,6621 N WESTERN AVE,60645,89.63,50,CITYWIDE PARK,0,0,0,0,0,1,12,4,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,1,1,0,1,2,1,0,3,0,0,0,0,3,0,0,0,0,1,0,1,0,0,2,6,0,0,0,0,0,0,0,1,0,1,3904109.35787,9108.55114206,0,1,0,0,0,0,0,0
PARK NO. 552,552,4901 W BELMONT AVE,60641,0.31,31,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13263.3932004,462.292151893,0,0,0,0,0,0,0,0
GRIFFIN (MARION MAHONY),1257,1234 W JARVIS AVE,60626,1.05,49,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45415.7560894,950.510261494,0,0,0,0,0,0,0,0
INDIAN BOUNDARY,165,2500 W LUNT AVE,60645,12.9,50,COMMUNITY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,1,0,0,0,537165.208823,2991.11854127,0,0,0,0,0,0,0,0
FERNWOOD PKWY.,1215,9501 S EGGLESTON AVE,60628,9.29,0,LINEAR PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403329.745652,10380.6906681,0,0,0,0,0,0,0,0
GAGE (GEORGE),22,2415 W 55TH ST,60629,26.5,0,REGIONAL PARK,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,1153460.64599,9701.75214211,0,0,2,0,0,0,0,0
